ReturnKey,ReturnDate,OrderDate,SalesOrderNumber,CustomerKey,ProductKey,ReturnQuantity,UnitPrice,ReturnAmount
882,2024-08-19,2024-07-31,SO49090,512,335,2,469.794,939.588
883,2024-08-19,2024-07-31,SO49147,79,329,2,469.794,939.588
884,2024-09-04,2024-08-28,SO49492,149,364,2,647.994,1295.988
885,2024-10-05,2024-09-28,SO49841,203,371,2,1308.938,2617.875
886,2024-10-18,2024-09-28,SO49859,643,333,2,469.794,939.588
887,2024-10-18,2024-09-28,SO49887,292,325,2,469.794,939.588
888,2024-11-11,2024-10-28,SO50189,18,366,2,647.994,1295.988
889,2024-11-04,2024-10-28,SO50205,259,343,2,469.794,939.588
890,2024-11-15,2024-10-28,SO50232,336,329,2,469.794,939.588
891,2024-11-14,2024-10-28,SO50235,684,335,2,469.794,939.588
892,2024-11-07,2024-10-28,SO50276,135,329,2,469.794,939.588
893,2024-11-07,2024-10-28,SO50294,312,366,2,647.994,1295.988
894,2024-11-16,2024-10-28,SO50313,403,323,2,469.794,939.588
895,2024-12-18,2024-11-28,SO50687,685,367,2,647.994,1295.988
896,2024-12-06,2024-11-28,SO50712,418,375,2,1308.938,2617.875
897,2025-01-11,2024-12-28,SO51140,660,374,2,1466.01,2932.02
898,2025-01-08,2024-12-28,SO51151,523,584,2,323.994,647.988
899,2025-02-12,2025-01-28,SO51745,97,604,2,323.994,647.988
900,2025-02-08,2025-01-28,SO51791,552,386,2,672.294,1344.588
901,2025-02-10,2025-01-28,SO51832,352,359,2,1376.994,2753.988
902,2025-02-15,2025-01-28,SO51847,661,599,2,323.994,647.988
903,2025-03-07,2025-02-28,SO53456,173,372,2,1466.01,2932.02
904,2025-03-14,2025-02-28,SO53465,678,361,2,1376.994,2753.988
905,2025-03-17,2025-02-28,SO53471,306,604,2,323.994,647.988
906,2025-03-07,2025-02-28,SO53483,408,566,2,334.058,668.115
907,2025-03-15,2025-02-28,SO53496,295,565,2,334.058,668.115
908,2025-03-21,2025-02-28,SO53513,281,586,2,334.058,668.115
909,2025-03-14,2025-02-28,SO53514,182,572,2,334.058,668.115
910,2025-03-21,2025-02-28,SO53546,624,584,2,323.994,647.988
911,2025-03-11,2025-02-28,SO53621,490,598,2,323.994,647.988
912,2025-04-11,2025-03-30,SO55248,618,386,2,672.294,1344.588
913,2025-04-17,2025-03-30,SO55328,81,384,2,672.294,1344.588
914,2025-05-13,2025-04-30,SO57036,43,363,2,1376.994,2753.988
915,2025-05-19,2025-04-30,SO57079,280,361,2,1376.994,2753.988
916,2025-05-19,2025-04-30,SO57161,317,584,2,323.994,647.988
917,2025-06-17,2025-05-30,SO58919,420,572,2,445.41,890.82
918,2025-06-07,2025-05-30,SO58921,306,372,2,1466.01,2932.02
919,2025-06-17,2025-05-30,SO58996,418,390,2,672.294,1344.588
920,2025-07-08,2025-06-30,SO61240,660,584,2,323.994,647.988
921,2025-07-16,2025-06-30,SO61264,166,384,2,672.294,1344.588
922,2025-08-09,2025-07-31,SO63124,206,386,2,672.294,1344.588
923,2025-08-13,2025-07-31,SO63128,64,565,2,445.41,890.82
924,2025-08-07,2025-07-31,SO63157,650,353,2,1391.994,2783.988
925,2025-08-09,2025-07-31,SO63261,529,390,2,672.294,1344.588
926,2025-08-13,2025-07-31,SO63278,181,570,2,445.41,890.82
927,2025-09-09,2025-08-29,SO65155,149,598,2,323.994,647.988
928,2025-09-18,2025-08-29,SO65194,53,586,2,445.41,890.82
929,2025-09-16,2025-08-29,SO65205,579,372,2,1466.01,2932.02
930,2025-09-09,2025-08-29,SO65242,627,568,2,445.41,890.82
931,2025-09-07,2025-08-29,SO65252,672,560,2,728.91,1457.82
932,2025-09-12,2025-08-29,SO65261,223,564,2,1430.442,2860.884
933,2025-09-12,2025-08-29,SO65269,648,600,2,323.994,647.988
934,2025-09-12,2025-08-29,SO65315,21,353,2,1391.994,2783.988
935,2025-10-09,2025-09-29,SO67265,398,390,2,672.294,1344.588
936,2025-10-12,2025-09-29,SO67270,514,386,2,672.294,1344.588
937,2025-10-12,2025-09-29,SO67286,120,569,2,445.41,890.82
938,2025-10-11,2025-09-29,SO67347,523,584,2,323.994,647.988
939,2025-10-11,2025-09-29,SO67348,494,363,2,1376.994,2753.988
940,2025-11-08,2025-10-29,SO69418,381,359,2,1376.994,2753.988
941,2025-11-12,2025-10-29,SO69482,138,560,2,728.91,1457.82
942,2025-11-12,2025-10-29,SO69542,317,584,2,323.994,647.988
943,2025-12-12,2025-11-29,SO71781,173,374,2,1466.01,2932.02
944,2025-12-09,2025-11-29,SO71798,306,584,2,323.994,647.988
945,2025-12-07,2025-11-29,SO71829,685,589,2,461.694,923.388
946,2025-12-09,2025-11-29,SO71850,477,579,2,728.91,1457.82
947,2025-12-20,2025-11-29,SO71902,61,598,2,323.994,647.988
948,2025-12-09,2025-11-29,SO71943,55,567,2,445.41,890.82
949,2025-06-11,2025-05-30,SO58916,644,378,2,1466.01,2932.02
950,2025-06-17,2025-05-30,SO58916,644,584,2,323.994,647.988
951,2025-06-15,2025-05-30,SO58916,644,382,2,672.294,1344.588
952,2025-06-08,2025-05-30,SO58946,672,586,2,445.41,890.82
953,2025-06-13,2025-05-30,SO59066,55,586,2,445.41,890.82
954,2025-06-09,2025-05-30,SO59066,55,567,2,445.41,890.82
955,2025-06-09,2025-05-30,SO58946,672,569,2,445.41,890.82
956,2025-10-06,2025-09-29,SO67346,451,569,2,445.41,890.82
957,2025-06-12,2025-05-30,SO59066,55,572,2,445.41,890.82
958,2025-05-11,2025-04-30,SO57046,650,359,2,1376.994,2753.988
959,2023-06-18,2023-05-31,SO44796,438,319,2,874.794,1749.588
960,2025-06-17,2025-05-30,SO58946,672,570,2,445.41,890.82
961,2023-12-08,2023-11-29,SO46356,91,313,2,2146.962,4293.924
962,2023-12-13,2023-11-29,SO46356,91,317,2,874.794,1749.588
963,2025-05-07,2025-04-30,SO57046,650,597,2,323.994,647.988
964,2025-05-13,2025-04-30,SO57036,43,587,2,461.694,923.388
965,2024-07-16,2024-06-30,SO48746,506,365,2,647.994,1295.988
966,2023-02-07,2023-01-29,SO43912,403,342,2,419.459,838.918
967,2023-05-11,2023-05-01,SO44555,612,342,2,419.459,838.918
968,2023-08-22,2023-08-01,SO45288,584,342,2,419.459,838.918
969,2023-09-15,2023-08-29,SO45520,57,342,2,419.459,838.918
970,2023-09-11,2023-08-29,SO45578,26,342,2,419.459,838.918
971,2023-12-11,2023-11-29,SO46331,631,342,2,419.459,838.918
972,2023-12-15,2023-11-29,SO46356,91,322,2,419.459,838.918
973,2023-01-11,2022-12-29,SO43673,618,324,2,419.459,838.918
974,2023-02-12,2023-01-29,SO43845,206,324,2,419.459,838.918
975,2023-02-07,2023-01-29,SO43857,533,326,2,419.459,838.918
976,2023-02-10,2023-01-29,SO43910,45,330,2,419.459,838.918
977,2023-03-19,2023-03-01,SO44124,3,330,2,419.459,838.918
978,2023-05-12,2023-05-01,SO44500,259,326,2,419.459,838.918
979,2023-05-20,2023-05-01,SO44521,240,330,2,419.459,838.918
980,2023-06-12,2023-05-31,SO44778,575,324,2,419.459,838.918
981,2023-07-12,2023-07-01,SO45060,203,324,2,419.459,838.918
982,2023-08-18,2023-08-01,SO45340,495,326,2,419.459,838.918
983,2023-09-11,2023-08-29,SO45572,438,324,2,419.459,838.918
984,2023-09-05,2023-08-29,SO45575,54,330,2,419.459,838.918
985,2023-11-05,2023-10-29,SO46055,527,320,2,419.459,838.918
986,2023-12-11,2023-11-29,SO46324,216,324,2,419.459,838.918
987,2023-12-20,2023-11-29,SO46356,91,320,2,419.459,838.918
988,2023-12-12,2023-11-29,SO46359,460,330,2,419.459,838.918
989,2023-12-19,2023-11-29,SO46356,91,330,2,419.459,838.918
990,2023-03-08,2023-03-01,SO44093,93,328,2,419.459,838.918
991,2023-03-08,2023-03-01,SO44109,91,332,2,419.459,838.918
992,2023-05-11,2023-05-01,SO44562,45,338,2,419.459,838.918
993,2023-07-20,2023-07-01,SO45039,227,332,2,419.459,838.918
994,2023-07-10,2023-07-01,SO45053,618,328,2,419.459,838.918
995,2023-07-17,2023-07-01,SO45058,480,332,2,419.459,838.918
996,2023-08-12,2023-08-01,SO45314,136,328,2,419.459,838.918
997,2023-09-06,2023-08-29,SO45550,579,340,2,419.459,838.918
998,2023-10-15,2023-09-29,SO45786,514,340,2,419.459,838.918
999,2023-10-14,2023-09-29,SO45810,166,334,2,419.459,838.918
1000,2023-12-18,2023-11-29,SO46368,143,336,2,419.459,838.918
1001,2023-01-15,2022-12-29,SO43666,511,338,2,419.459,838.918
1002,2023-06-11,2023-05-31,SO44755,273,334,2,419.459,838.918
1003,2023-06-10,2023-05-31,SO44755,273,340,2,419.459,838.918
1004,2023-06-20,2023-05-31,SO44755,273,336,2,419.459,838.918
1005,2023-02-14,2023-01-29,SO43855,102,338,2,419.459,838.918
1006,2023-04-10,2023-03-31,SO44286,511,338,2,419.459,838.918
1007,2023-04-07,2023-03-31,SO44286,511,334,2,419.459,838.918
1008,2023-05-21,2023-05-01,SO44535,136,334,2,419.459,838.918
1009,2023-05-11,2023-05-01,SO44525,569,334,2,419.459,838.918
1010,2023-05-22,2023-05-01,SO44525,569,338,2,419.459,838.918
1011,2023-05-16,2023-05-01,SO44496,191,338,2,419.459,838.918
1012,2023-04-14,2023-03-31,SO44296,670,340,2,419.459,838.918
1013,2023-04-16,2023-03-31,SO44296,670,338,2,419.459,838.918
1014,2023-04-18,2023-03-31,SO44296,670,334,2,419.459,838.918
1015,2023-05-08,2023-05-01,SO44506,584,334,2,419.459,838.918
1016,2023-07-20,2023-07-01,SO45055,670,334,2,419.459,838.918
1017,2023-07-10,2023-07-01,SO45065,549,336,2,419.459,838.918
1018,2023-07-09,2023-07-01,SO45065,549,334,2,419.459,838.918
1019,2023-08-19,2023-08-01,SO45305,569,334,2,419.459,838.918
1020,2023-08-20,2023-08-01,SO45326,364,336,2,419.459,838.918
1021,2023-08-10,2023-08-01,SO45326,364,334,2,419.459,838.918
1022,2023-09-12,2023-08-29,SO45556,575,334,2,419.459,838.918
1023,2023-09-11,2023-08-29,SO45575,54,334,2,419.459,838.918
1024,2023-10-14,2023-09-29,SO45786,514,338,2,419.459,838.918
1025,2023-10-13,2023-09-29,SO45795,670,338,2,419.459,838.918
1026,2023-11-09,2023-10-29,SO46045,584,340,2,419.459,838.918
1027,2023-11-16,2023-10-29,SO46045,584,334,2,419.459,838.918
1028,2023-11-18,2023-10-29,SO46055,527,338,2,419.459,838.918
1029,2023-11-11,2023-10-29,SO46055,527,340,2,419.459,838.918
1030,2023-11-18,2023-10-29,SO46076,167,334,2,419.459,838.918
1031,2023-11-09,2023-10-29,SO46086,84,338,2,419.459,838.918
1032,2023-11-14,2023-10-29,SO46096,532,336,2,419.459,838.918
1033,2023-12-17,2023-11-29,SO46325,57,334,2,419.459,838.918
1034,2023-12-13,2023-11-29,SO46326,173,340,2,419.459,838.918
1035,2023-12-15,2023-11-29,SO46355,647,340,2,419.459,838.918
1036,2023-12-12,2023-11-29,SO46356,91,336,2,419.459,838.918
1037,2023-12-20,2023-11-29,SO46356,91,338,2,419.459,838.918
1038,2023-12-20,2023-11-29,SO46356,91,340,2,419.459,838.918
1039,2023-12-18,2023-11-29,SO46385,54,340,2,419.459,838.918
1040,2023-02-09,2023-01-29,SO43865,328,328,2,419.459,838.918
1041,2023-02-06,2023-01-29,SO43845,206,328,2,419.459,838.918
1042,2023-04-15,2023-03-31,SO44315,292,328,2,419.459,838.918
1043,2023-05-19,2023-05-01,SO44506,584,328,2,419.459,838.918
1044,2023-04-13,2023-03-31,SO44316,431,328,2,419.459,838.918
1045,2023-08-09,2023-08-01,SO45285,36,328,2,419.459,838.918
1046,2023-08-22,2023-08-01,SO45305,569,328,2,419.459,838.918
1047,2023-09-15,2023-08-29,SO45516,647,328,2,419.459,838.918
1048,2023-09-13,2023-08-29,SO45535,93,328,2,419.459,838.918
1049,2023-10-08,2023-09-29,SO45795,670,328,2,419.459,838.918
1050,2023-11-13,2023-10-29,SO46076,167,328,2,419.459,838.918
1051,2023-12-15,2023-11-29,SO46356,91,328,2,419.459,838.918
1052,2023-02-07,2023-01-29,SO43845,206,332,2,419.459,838.918
1053,2023-02-13,2023-01-29,SO43855,102,332,2,419.459,838.918
1054,2023-06-20,2023-05-31,SO44765,156,332,2,419.459,838.918
1055,2023-05-14,2023-05-01,SO44515,107,332,2,419.459,838.918
1056,2023-06-16,2023-05-31,SO44796,438,332,2,419.459,838.918
1057,2023-07-13,2023-07-01,SO45065,549,332,2,419.459,838.918
1058,2023-08-14,2023-08-01,SO45305,569,332,2,419.459,838.918
1059,2023-09-17,2023-08-29,SO45535,93,332,2,419.459,838.918
1060,2023-09-08,2023-08-29,SO45575,54,332,2,419.459,838.918
1061,2023-10-20,2023-09-29,SO45805,549,332,2,419.459,838.918
1062,2023-11-07,2023-10-29,SO46085,528,332,2,419.459,838.918
1063,2023-12-17,2023-11-29,SO46356,91,332,2,419.459,838.918
1064,2023-02-19,2023-01-29,SO43870,107,322,3,419.459,1258.377
1065,2023-02-10,2023-01-29,SO43894,559,219,3,5.7,17.1
1066,2023-04-20,2023-03-31,SO44295,83,332,3,419.459,1258.377
1067,2023-05-22,2023-05-01,SO44493,531,232,3,28.84,86.521
1068,2023-05-18,2023-05-01,SO44567,401,219,3,5.7,17.1
1069,2023-06-21,2023-05-31,SO44767,453,347,3,2039.994,6119.982
1070,2023-08-22,2023-08-01,SO45322,256,319,3,874.794,2624.382
1071,2023-09-11,2023-08-29,SO45551,525,322,3,419.459,1258.377
1072,2024-01-11,2023-12-29,SO46663,292,286,3,183.938,551.815
1073,2024-02-05,2024-01-29,SO46930,65,221,3,20.187,60.56
1074,2024-02-06,2024-01-29,SO46960,259,216,3,20.187,60.56
1075,2024-02-06,2024-01-29,SO47002,492,216,3,20.187,60.56
1076,2024-03-19,2024-02-29,SO47372,649,414,3,149.031,447.093
1077,2024-03-15,2024-02-29,SO47383,550,422,3,67.539,202.617
1078,2024-03-21,2024-02-29,SO47397,156,230,3,28.84,86.521
1079,2024-03-11,2024-02-29,SO47449,652,358,3,1229.459,3688.377
1080,2024-03-10,2024-02-29,SO47457,98,428,3,209.256,627.768
1081,2024-04-18,2024-03-30,SO47674,643,422,3,67.539,202.617
1082,2024-05-09,2024-04-30,SO47963,353,470,3,22.794,68.382
1083,2024-06-09,2024-05-30,SO48290,216,327,3,469.794,1409.382
1084,2024-06-10,2024-05-30,SO48366,674,224,3,5.187,15.56
1085,2024-12-19,2024-11-28,SO50705,147,343,3,469.794,1409.382
1086,2025-01-09,2024-12-28,SO51144,292,222,3,15.746,47.237
1087,2025-02-17,2025-01-28,SO51698,210,234,3,29.994,89.982
1088,2025-02-06,2025-01-28,SO51740,677,544,3,48.594,145.782
1089,2025-02-12,2025-01-28,SO51757,316,542,3,24.294,72.882
1090,2025-02-15,2025-01-28,SO51778,359,484,3,4.77,14.31
1091,2025-02-17,2025-01-28,SO51781,65,400,3,37.152,111.456
1092,2025-03-16,2025-02-28,SO53476,186,603,3,72.894,218.682
1093,2025-03-17,2025-02-28,SO53534,216,547,3,48.594,145.782
1094,2025-04-14,2025-03-30,SO55302,431,583,3,1020.594,3061.782
1095,2025-05-15,2025-04-30,SO57087,522,555,3,63.9,191.7
1096,2025-05-12,2025-04-30,SO57104,531,545,3,24.294,72.882
1097,2025-06-09,2025-05-30,SO58976,216,545,3,24.294,72.882
1098,2025-06-07,2025-05-30,SO58978,613,361,3,1376.994,4130.982
1099,2025-06-20,2025-05-30,SO59041,201,579,3,728.91,2186.73
1100,2025-07-17,2025-06-30,SO61201,183,475,3,41.994,125.982
1101,2025-08-09,2025-07-31,SO63205,310,471,3,38.1,114.3
1102,2025-10-18,2025-09-29,SO67290,41,234,3,29.994,89.982
1103,2025-12-19,2025-11-29,SO71853,613,475,3,41.994,125.982
1104,2025-12-08,2025-11-29,SO71863,649,606,3,323.994,971.982
1105,2025-12-14,2025-11-29,SO71909,368,475,3,41.994,125.982
1106,2025-01-12,2024-12-28,SO51165,241,561,3,953.628,2860.884
1107,2024-01-17,2023-12-29,SO46675,41,327,3,234.897,704.691
1108,2024-07-12,2024-06-30,SO48785,431,327,3,469.794,1409.382
1109,2024-08-07,2024-07-31,SO49045,210,327,3,469.794,1409.382
1110,2024-09-18,2024-08-28,SO49445,277,327,3,469.794,1409.382
1111,2024-12-10,2024-11-28,SO50706,216,327,3,469.794,1409.382
1112,2024-02-14,2024-01-29,SO46955,389,358,3,1229.459,3688.377
1113,2024-06-18,2024-05-30,SO48365,368,358,3,1229.459,3688.377
1114,2024-11-15,2024-10-28,SO50316,401,358,3,1229.459,3688.377
1115,2024-02-11,2024-01-29,SO47015,444,356,3,1242.852,3728.555
1116,2023-06-16,2023-05-31,SO44796,438,328,3,419.459,1258.377
1117,2023-09-07,2023-08-29,SO45525,631,332,3,419.459,1258.377
1118,2025-09-18,2025-08-29,SO65296,595,586,3,445.41,1336.23
1119,2025-09-10,2025-08-29,SO65296,595,560,3,728.91,2186.73
1120,2025-05-19,2025-04-30,SO57176,401,474,3,41.994,125.982
1121,2025-09-14,2025-08-29,SO65256,438,580,3,1020.594,3061.782
1122,2023-06-16,2023-05-31,SO44796,438,322,3,419.459,1258.377
1123,2023-06-09,2023-05-31,SO44796,438,324,3,419.459,1258.377
1124,2023-06-17,2023-05-31,SO44796,438,326,3,419.459,1258.377
1125,2023-01-10,2022-12-29,SO43694,315,235,3,28.84,86.521
1126,2023-02-10,2023-01-29,SO43851,558,342,3,419.459,1258.377
1127,2023-03-21,2023-03-01,SO44131,576,349,3,2024.994,6074.982
1128,2023-04-20,2023-03-31,SO44309,549,338,3,419.459,1258.377
1129,2023-05-17,2023-05-01,SO44509,328,319,3,874.794,2624.382
1130,2023-05-11,2023-05-01,SO44538,167,316,3,874.794,2624.382
1131,2023-06-16,2023-05-31,SO44760,473,272,3,183.938,551.815
1132,2023-06-11,2023-05-31,SO44772,579,326,3,419.459,1258.377
1133,2023-06-16,2023-05-31,SO44772,579,330,3,419.459,1258.377
1134,2023-06-14,2023-05-31,SO44780,222,270,3,183.938,551.815
1135,2023-08-17,2023-08-01,SO45278,191,313,3,2146.962,6440.886
1136,2023-08-19,2023-08-01,SO45284,533,315,3,874.794,2624.382
1137,2023-08-11,2023-08-01,SO45299,240,220,3,20.187,60.56
1138,2023-08-10,2023-08-01,SO45334,309,350,3,2024.994,6074.982
1139,2023-09-07,2023-08-29,SO45527,155,319,3,874.794,2624.382
1140,2023-09-18,2023-08-29,SO45557,222,324,3,419.459,1258.377
1141,2023-09-06,2023-08-29,SO45561,143,319,3,874.794,2624.382
1142,2023-10-12,2023-09-29,SO45793,618,334,3,419.459,1258.377
1143,2023-10-12,2023-09-29,SO45798,203,342,3,419.459,1258.377
1144,2023-10-16,2023-09-29,SO45799,491,311,3,2146.962,6440.886
1145,2023-10-06,2023-09-29,SO45805,549,324,3,419.459,1258.377
1146,2023-11-13,2023-10-29,SO46036,558,270,3,183.938,551.815
1147,2023-11-12,2023-10-29,SO46044,533,310,3,2146.962,6440.886
1148,2023-11-08,2023-10-29,SO46058,240,342,3,419.459,1258.377
1149,2023-11-14,2023-10-29,SO46103,40,223,3,5.187,15.56
1150,2023-12-20,2023-11-29,SO46343,273,223,3,5.187,15.56
1151,2023-12-11,2023-11-29,SO46344,418,311,3,2146.962,6440.886
1152,2024-01-18,2023-12-29,SO46604,676,401,3,65.602,196.805
1153,2024-01-11,2023-12-29,SO46620,618,271,3,202.332,606.996
1154,2024-01-10,2023-12-29,SO46630,530,453,3,35.994,107.982
1155,2024-01-19,2023-12-29,SO46642,4,327,3,234.897,704.691
1156,2024-01-11,2023-12-29,SO46673,315,213,3,16.822,50.466
1157,2024-02-05,2024-01-29,SO46944,697,427,3,209.256,627.768
1158,2024-02-14,2024-01-29,SO46970,258,329,3,469.794,1409.382
1159,2024-02-19,2024-01-29,SO46992,97,286,3,183.938,551.815
1160,2024-02-18,2024-01-29,SO46996,512,331,3,469.794,1409.382
1161,2024-02-13,2024-01-29,SO47027,436,213,3,20.187,60.56
1162,2024-02-19,2024-01-29,SO47039,385,352,3,1242.852,3728.555
1163,2024-02-06,2024-01-29,SO47056,403,433,3,324.453,973.358
1164,2024-03-16,2024-02-29,SO47366,155,273,3,202.332,606.996
1165,2024-03-08,2024-02-29,SO47380,497,460,3,53.994,161.982
1166,2024-03-09,2024-02-29,SO47384,418,383,3,600.263,1800.788
1167,2024-03-16,2024-02-29,SO47409,579,461,3,53.994,161.982
1168,2024-03-20,2024-02-29,SO47411,10,352,3,1242.852,3728.555
1169,2024-03-07,2024-02-29,SO47434,61,427,3,209.256,627.768
1170,2024-03-21,2024-02-29,SO47455,170,371,3,1308.938,3926.813
1171,2024-04-15,2024-03-30,SO47658,4,329,3,469.794,1409.382
1172,2024-04-07,2024-03-30,SO47683,670,271,3,202.332,606.996
1173,2024-05-08,2024-04-30,SO47965,206,337,3,469.794,1409.382
1174,2024-05-14,2024-04-30,SO47988,533,341,3,469.794,1409.382
1175,2024-05-20,2024-04-30,SO48004,527,389,3,600.263,1800.788
1176,2024-05-07,2024-04-30,SO48016,97,433,3,324.453,973.358
1177,2024-05-16,2024-04-30,SO48022,570,412,3,180.129,540.387
1178,2024-05-08,2024-04-30,SO48065,79,221,3,20.187,60.56
1179,2024-05-07,2024-04-30,SO48080,403,464,3,14.129,42.387
1180,2024-06-16,2024-05-30,SO48292,149,216,3,20.187,60.56
1181,2024-06-19,2024-05-30,SO48296,173,325,3,469.794,1409.382
1182,2024-06-14,2024-05-30,SO48340,685,358,3,1229.459,3688.377
1183,2024-06-07,2024-05-30,SO48349,579,339,3,469.794,1409.382
1184,2024-06-12,2024-05-30,SO48350,10,367,3,647.994,1943.982
1185,2024-06-12,2024-05-30,SO48393,170,341,3,469.794,1409.382
1186,2024-06-09,2024-05-30,SO48395,585,236,3,28.84,86.521
1187,2024-07-17,2024-06-30,SO48739,252,360,3,1229.459,3688.377
1188,2024-07-07,2024-06-30,SO48740,4,341,3,469.794,1409.382
1189,2024-07-09,2024-06-30,SO48760,315,233,3,28.84,86.521
1190,2024-07-12,2024-06-30,SO48788,234,456,3,44.994,134.982
1191,2024-08-20,2024-07-31,SO49052,533,337,3,469.794,1409.382
1192,2024-08-11,2024-07-31,SO49127,436,422,3,67.539,202.617
1193,2024-09-16,2024-08-28,SO49468,588,364,3,647.994,1943.982
1194,2024-09-10,2024-08-28,SO49480,173,377,3,1308.938,3926.813
1195,2024-09-13,2024-08-28,SO49495,585,356,3,1242.852,3728.555
1196,2024-10-15,2024-09-28,SO49822,676,459,3,53.994,161.982
1197,2024-10-19,2024-09-28,SO49825,125,399,3,33.775,101.324
1198,2024-10-08,2024-09-28,SO49836,530,216,3,20.187,60.56
1199,2024-10-13,2024-09-28,SO49837,670,333,3,469.794,1409.382
1200,2024-10-19,2024-09-28,SO49861,7,412,3,180.129,540.387
1201,2024-10-17,2024-09-28,SO49869,315,213,3,20.187,60.56
1202,2024-11-15,2024-10-28,SO50221,527,389,3,600.263,1800.788
1203,2024-11-16,2024-10-28,SO50252,167,369,3,1466.01,4398.03
1204,2024-11-07,2024-10-28,SO50259,558,464,3,14.129,42.387
1205,2024-11-14,2024-10-28,SO50293,476,366,3,647.994,1943.982
1206,2024-11-18,2024-10-28,SO50295,352,358,3,1229.459,3688.377
1207,2024-11-08,2024-10-28,SO50304,79,216,3,20.187,60.56
1208,2024-11-07,2024-10-28,SO50307,612,435,3,324.453,973.358
1209,2024-11-12,2024-10-28,SO50312,642,453,3,35.994,107.982
1210,2024-11-08,2024-10-28,SO50313,403,335,3,469.794,1409.382
1211,2024-12-07,2024-11-28,SO50664,173,329,3,469.794,1409.382
1212,2024-12-14,2024-11-28,SO50676,497,352,3,1242.852,3728.555
1213,2024-12-14,2024-11-28,SO50696,579,385,3,600.263,1800.788
1214,2024-12-15,2024-11-28,SO50696,579,321,3,469.794,1409.382
1215,2024-12-13,2024-11-28,SO50712,418,385,3,600.263,1800.788
1216,2025-01-16,2024-12-28,SO51127,506,402,3,72.162,216.486
1217,2025-02-15,2025-01-28,SO51722,258,481,3,5.394,16.182
1218,2025-02-06,2025-01-28,SO51775,700,580,3,1020.594,3061.782
1219,2025-02-16,2025-01-28,SO51783,697,361,3,1376.994,4130.982
1220,2025-02-08,2025-01-28,SO51791,552,604,3,323.994,971.982
1221,2025-02-09,2025-01-28,SO51793,479,382,3,672.294,2016.882
1222,2025-02-17,2025-01-28,SO51809,309,595,3,338.994,1016.982
1223,2025-02-09,2025-01-28,SO51822,546,400,3,37.152,111.456
1224,2025-02-11,2025-01-28,SO51845,312,594,3,338.994,1016.982
1225,2025-03-19,2025-02-28,SO53454,149,527,3,158.43,475.29
1226,2025-03-17,2025-02-28,SO53464,155,374,3,1466.01,4398.03
1227,2025-03-09,2025-02-28,SO53533,509,514,3,63.9,191.7
1228,2025-03-21,2025-02-28,SO53560,539,554,3,54.942,164.826
1229,2025-03-10,2025-02-28,SO53560,539,484,3,4.77,14.31
1230,2025-03-15,2025-02-28,SO53563,170,380,3,1466.01,4398.03
1231,2025-03-16,2025-02-28,SO53569,55,603,3,72.894,218.682
1232,2025-03-09,2025-02-28,SO53580,648,589,3,461.694,1385.082
1233,2025-04-08,2025-03-30,SO55253,530,600,3,323.994,971.982
1234,2025-04-18,2025-03-30,SO55261,594,588,3,461.694,1385.082
1235,2025-04-11,2025-03-30,SO55299,110,523,3,31.584,94.752
1236,2025-04-10,2025-03-30,SO55299,110,552,3,54.894,164.682
1237,2025-04-19,2025-03-30,SO55319,94,527,3,158.43,475.29
1238,2025-05-13,2025-04-30,SO57017,206,546,3,37.254,111.762
1239,2025-05-13,2025-04-30,SO57019,64,577,3,728.91,2186.73
1240,2025-05-13,2025-04-30,SO57024,264,566,3,445.41,1336.23
1241,2025-05-21,2025-04-30,SO57105,697,524,3,158.43,475.29
1242,2025-05-09,2025-04-30,SO57106,449,531,3,149.874,449.622
1243,2025-05-18,2025-04-30,SO57121,79,477,3,2.994,8.982
1244,2025-05-13,2025-04-30,SO57131,131,562,3,1430.442,4291.326
1245,2025-05-11,2025-04-30,SO57137,309,359,3,1376.994,4130.982
1246,2025-05-12,2025-04-30,SO57144,312,357,3,1391.994,4175.982
1247,2025-05-09,2025-04-30,SO57152,661,593,3,338.994,1016.982
1248,2025-05-14,2025-04-30,SO57186,546,472,3,38.1,114.3
1249,2025-06-09,2025-05-30,SO58906,149,477,3,2.994,8.982
1250,2025-06-07,2025-05-30,SO58928,327,488,3,32.394,97.182
1251,2025-06-10,2025-05-30,SO58961,182,571,3,445.41,1336.23
1252,2025-06-17,2025-05-30,SO59007,636,436,3,356.898,1070.694
1253,2025-06-20,2025-05-30,SO59023,61,487,3,32.994,98.982
1254,2025-06-10,2025-05-30,SO59071,170,372,3,1466.01,4398.03
1255,2025-07-10,2025-06-30,SO61193,4,374,3,1466.01,4398.03
1256,2025-07-19,2025-06-30,SO61209,594,363,3,1376.994,4130.982
1257,2025-07-10,2025-06-30,SO61219,691,579,3,728.91,2186.73
1258,2025-07-16,2025-06-30,SO61230,530,596,3,323.994,971.982
1259,2025-07-08,2025-06-30,SO61244,110,552,3,54.894,164.682
1260,2025-08-19,2025-07-31,SO63132,479,376,3,1466.01,4398.03
1261,2025-08-18,2025-07-31,SO63213,97,583,3,1020.594,3061.782
1262,2025-08-10,2025-07-31,SO63257,79,583,3,1020.594,3061.782
1263,2025-08-13,2025-07-31,SO63281,476,475,3,41.994,125.982
1264,2025-08-21,2025-07-31,SO63285,436,471,3,38.1,114.3
1265,2025-08-14,2025-07-31,SO63290,100,511,3,218.454,655.362
