SalesDetailsKey,SalesHeaderKey,SalesOrderNumber,ProductKey,ProductSubcategoryKey,OrderQuantity,UnitPrice,ExtendedAmount
10922,1468,SO46967,394,2,5,20.52,102.6
10923,1468,SO46967,445,8,5,35.994,179.97
10924,1468,SO46967,460,6,5,53.994,269.97
10925,1468,SO46967,453,8,6,35.994,215.964
10926,1468,SO46967,466,5,6,14.1289,84.7734
10927,1468,SO46967,236,7,6,28.8404,173.0424
10928,1468,SO46967,230,7,6,28.8404,173.0424
10929,1468,SO46967,462,5,7,14.1289,98.9023
10930,1468,SO46967,447,18,8,15.0,120.0
10931,1468,SO46967,458,10,8,44.994,359.952
10932,1468,SO46967,233,7,8,28.8404,230.7232
10933,1468,SO46967,221,18,9,20.1865,181.6785
10934,1468,SO46967,395,1,9,61.374,552.366
10935,1468,SO46967,216,18,10,20.1865,201.865
10936,1468,SO46967,448,18,13,11.5942,150.7246
10937,1468,SO46967,456,10,16,41.2445,659.912
10938,2637,SO46968,323,17,6,469.794,2818.764
10939,2637,SO46968,458,10,4,44.994,179.976
10940,2637,SO46968,415,3,4,198.036,792.144
10941,2637,SO46968,422,1,4,67.539,270.156
10942,2637,SO46968,271,3,4,202.332,809.328
10943,2637,SO46968,263,3,4,202.332,809.328
10944,2637,SO46968,343,17,4,469.794,1879.176
10945,2637,SO46968,333,17,4,469.794,1879.176
10946,2637,SO46968,325,17,5,469.794,2348.97
10947,2637,SO46968,414,4,5,149.031,745.155
10948,2637,SO46968,456,10,6,44.994,269.964
10949,2637,SO46968,460,6,3,53.994,161.982
10950,2637,SO46968,216,18,1,20.1865,20.1865
10951,2637,SO46968,213,18,1,20.1865,20.1865
10952,2637,SO46968,233,7,1,28.8404,28.8404
10953,2637,SO46968,230,7,1,28.8404,28.8404
10954,2637,SO46968,221,18,2,20.1865,40.373
10955,2637,SO46968,433,3,2,324.4527,648.9054
10956,2637,SO46968,327,15,3,234.897,704.691
10957,2637,SO46968,329,17,3,469.794,1409.382
10958,2637,SO46968,224,10,3,5.1865,15.5595
10959,2637,SO46968,286,3,1,183.9382,183.9382
10960,2643,SO46969,396,4,3,74.838,224.514
10961,2643,SO46969,394,2,3,20.52,61.56
10962,2643,SO46969,410,1,4,36.447,145.788
10963,2643,SO46969,427,3,4,209.256,837.024
10964,2643,SO46969,428,3,4,209.256,837.024
10965,2643,SO46969,352,15,4,1242.8518,4971.4072
10966,2643,SO46969,358,15,5,1229.4589,6147.2945
10967,2643,SO46969,297,12,5,736.1455,3680.7275
10968,2643,SO46969,399,1,6,33.7745,202.647
10969,2643,SO46969,395,1,6,61.374,368.244
10970,2643,SO46969,412,3,2,180.129,360.258
10971,2643,SO46969,367,17,1,647.994,647.994
10972,2643,SO46969,289,16,1,744.2727,744.2727
10973,2643,SO46969,294,16,1,744.2727,744.2727
10974,2643,SO46969,426,3,1,209.256,209.256
10975,2643,SO46969,419,1,1,52.647,52.647
10976,2643,SO46969,391,4,1,88.932,88.932
10977,2643,SO46969,447,18,1,15.0,15.0
10978,2643,SO46969,468,5,2,22.794,45.588
10979,2643,SO46969,397,1,2,24.2945,48.589
10980,2643,SO46969,421,3,2,196.329,392.658
10981,2643,SO46969,409,3,2,209.256,418.512
10982,2643,SO46969,308,16,2,744.2727,1488.5454
10983,2643,SO46969,356,15,2,1242.8518,2485.7036
10984,2643,SO46969,366,17,3,647.994,1943.982
10985,2643,SO46969,364,17,3,647.994,1943.982
10986,2643,SO46969,354,15,3,1242.8518,3728.5554
10987,2643,SO46969,362,15,3,1229.4589,3688.3767
10988,2643,SO46969,305,16,3,736.1455,2208.4365
10989,2643,SO46969,411,4,3,125.415,376.245
10990,2643,SO46969,470,5,3,22.794,68.382
10991,2643,SO46969,401,1,3,65.6018,196.8054
10992,615,SO46970,341,14,1,469.794,469.794
10993,615,SO46970,389,14,1,600.2625,600.2625
10994,615,SO46970,387,14,1,600.2625,600.2625
10995,615,SO46970,373,15,1,1308.9375,1308.9375
10996,615,SO46970,368,14,1,1466.01,1466.01
10997,615,SO46970,331,14,1,469.794,469.794
10998,615,SO46970,325,17,1,469.794,469.794
10999,615,SO46970,263,3,1,202.332,202.332
11000,615,SO46970,433,3,1,324.4527,324.4527
11001,615,SO46970,439,12,3,780.8182,2342.4546
11002,615,SO46970,239,16,1,780.8182,780.8182
11003,615,SO46970,379,17,2,1308.9375,2617.875
11004,615,SO46970,369,14,2,1466.01,2932.02
11005,615,SO46970,370,17,2,1466.01,2932.02
11006,615,SO46970,323,17,2,469.794,939.588
11007,615,SO46970,339,17,2,469.794,939.588
11008,615,SO46970,335,17,2,469.794,939.588
11009,615,SO46970,333,17,3,469.794,1409.382
11010,615,SO46970,343,17,3,469.794,1409.382
11011,615,SO46970,329,17,3,469.794,1409.382
11012,615,SO46970,385,14,3,600.2625,1800.7875
11013,615,SO46970,383,14,3,600.2625,1800.7875
11014,615,SO46970,242,16,1,780.8182,780.8182
11015,615,SO46970,423,4,2,165.231,330.462
11016,615,SO46970,375,17,2,1308.9375,2617.875
11017,615,SO46970,286,3,3,183.9382,551.8146
11018,615,SO46970,273,3,3,202.332,606.996
11019,615,SO46970,254,3,1,183.9382,183.9382
11020,615,SO46970,422,1,3,67.539,202.617
11021,615,SO46970,415,3,3,198.036,594.108
11022,615,SO46970,407,1,4,65.6018,262.4072
11023,615,SO46970,403,1,4,24.2945,97.178
11024,615,SO46970,424,3,4,214.236,856.944
11025,615,SO46970,417,3,4,324.4527,1297.8108
11026,615,SO46970,381,14,4,600.2625,2401.05
11027,615,SO46970,321,14,4,469.794,1879.176
11028,615,SO46970,337,14,4,469.794,1879.176
11029,615,SO46970,371,17,5,1308.9375,6544.6875
11030,615,SO46970,265,3,5,202.332,1011.66
11031,615,SO46970,435,3,2,324.4527,648.9054
11032,2047,SO46971,358,15,4,1229.4589,4917.8356
11033,2047,SO46971,420,4,1,141.615,141.615
11034,2047,SO46971,421,3,1,196.329,196.329
11035,2047,SO46971,460,6,1,53.994,53.994
11036,2047,SO46971,213,18,1,20.1865,20.1865
11037,2047,SO46971,221,18,1,20.1865,20.1865
11038,2047,SO46971,399,1,2,33.7745,67.549
11039,2047,SO46971,354,15,2,1242.8518,2485.7036
11040,2047,SO46971,356,15,2,1242.8518,2485.7036
11041,2047,SO46971,360,13,3,1229.4589,3688.3767
11042,2047,SO46971,410,1,3,36.447,109.341
11043,2047,SO46971,224,10,3,5.1865,15.5595
11044,2047,SO46971,458,10,3,44.994,134.982
11045,2047,SO46971,216,18,4,20.1865,80.746
11046,2047,SO46971,456,10,4,44.994,179.976
11047,2047,SO46971,469,5,6,22.794,136.764
11048,2047,SO46971,233,7,6,28.8404,173.0424
11049,2047,SO46971,470,5,20,20.8945,417.89
11050,1540,SO46972,401,1,3,65.6018,196.8054
11051,1540,SO46972,289,16,1,744.2727,744.2727
11052,1540,SO46972,305,16,1,736.1455,736.1455
11053,1540,SO46972,412,3,1,180.129,180.129
11054,1540,SO46972,464,5,1,14.1289,14.1289
11055,1540,SO46972,396,4,1,74.838,74.838
11056,1540,SO46972,447,18,2,15.0,30.0
11057,1540,SO46972,394,2,2,20.52,41.04
11058,1540,SO46972,469,5,2,22.794,45.588
11059,1540,SO46972,411,4,2,125.415,250.83
11060,1540,SO46972,421,3,2,196.329,392.658
11061,1540,SO46972,426,3,2,209.256,418.512
11062,1540,SO46972,294,16,2,744.2727,1488.5454
11063,1540,SO46972,297,12,2,736.1455,1472.291
11064,1540,SO46972,354,15,2,1242.8518,2485.7036
11065,1540,SO46972,356,15,2,1242.8518,2485.7036
11066,1540,SO46972,365,17,3,647.994,1943.982
11067,1540,SO46972,352,15,3,1242.8518,3728.5554
11068,1540,SO46972,409,3,3,209.256,627.768
11069,1540,SO46972,308,16,3,744.2727,2232.8181
11070,1540,SO46972,470,5,3,22.794,68.382
11071,1540,SO46972,366,17,1,647.994,647.994
11072,1540,SO46972,393,4,4,137.694,550.776
11073,1540,SO46972,399,1,4,33.7745,135.098
11074,1540,SO46972,420,4,4,141.615,566.46
11075,1540,SO46972,427,3,4,209.256,837.024
11076,1540,SO46972,367,17,4,647.994,2591.976
11077,1540,SO46972,360,13,4,1229.4589,4917.8356
11078,1540,SO46972,362,15,5,1229.4589,6147.2945
11079,1540,SO46972,410,1,5,36.447,182.235
11080,1540,SO46972,397,1,6,24.2945,145.767
11081,1540,SO46972,428,3,6,209.256,1255.536
11082,1540,SO46972,395,1,9,61.374,552.366
11083,1818,SO46973,428,3,2,209.256,418.512
11084,1818,SO46973,360,13,1,1229.4589,1229.4589
11085,1818,SO46973,399,1,1,33.7745,33.7745
11086,1818,SO46973,468,5,2,22.794,45.588
11087,1818,SO46973,352,15,1,1242.8518,1242.8518
11088,1818,SO46973,354,15,2,1242.8518,2485.7036
11089,1818,SO46973,421,3,3,196.329,588.987
11090,1818,SO46973,470,5,4,22.794,91.176
11091,1818,SO46973,469,5,4,22.794,91.176
11092,1549,SO46974,289,16,2,744.2727,1488.5454
11093,1549,SO46974,362,15,1,1229.4589,1229.4589
11094,1549,SO46974,365,17,1,647.994,647.994
11095,1549,SO46974,294,16,1,744.2727,744.2727
11096,1549,SO46974,409,3,1,209.256,209.256
11097,1549,SO46974,411,4,1,125.415,125.415
11098,1549,SO46974,468,5,1,22.794,22.794
11099,1549,SO46974,456,10,2,44.994,89.988
11100,1549,SO46974,457,10,2,44.994,89.988
11101,1549,SO46974,460,6,2,53.994,107.988
11102,1549,SO46974,391,4,2,88.932,177.864
11103,1549,SO46974,394,2,2,20.52,41.04
11104,1549,SO46974,466,5,2,14.1289,28.2578
11105,1549,SO46974,469,5,2,22.794,45.588
11106,1549,SO46974,401,1,2,65.6018,131.2036
11107,1549,SO46974,419,1,2,52.647,105.294
11108,1549,SO46974,420,4,2,141.615,283.23
11109,1549,SO46974,426,3,2,209.256,418.512
11110,1549,SO46974,428,3,2,209.256,418.512
11111,1549,SO46974,305,16,2,736.1455,1472.291
11112,1549,SO46974,297,12,2,736.1455,1472.291
11113,1549,SO46974,354,15,2,1242.8518,2485.7036
11114,1549,SO46974,352,15,2,1242.8518,2485.7036
11115,1549,SO46974,364,17,2,647.994,1295.988
11116,1549,SO46974,366,17,3,647.994,1943.982
11117,1549,SO46974,412,3,3,180.129,540.387
11118,1549,SO46974,395,1,3,61.374,184.122
11119,1549,SO46974,221,18,4,20.1865,80.746
11120,1549,SO46974,448,18,4,11.994,47.976
11121,1549,SO46974,454,8,4,35.994,143.976
11122,1549,SO46974,421,3,4,196.329,785.316
11123,1549,SO46974,410,1,4,36.447,145.788
11124,1549,SO46974,462,5,4,14.1289,56.5156
11125,1549,SO46974,358,15,4,1229.4589,4917.8356
11126,1549,SO46974,360,13,5,1229.4589,6147.2945
11127,1549,SO46974,236,7,5,28.8404,144.202
11128,1549,SO46974,308,16,5,744.2727,3721.3635
11129,1549,SO46974,461,6,6,53.994,323.964
11130,1549,SO46974,393,4,6,137.694,826.164
11131,1549,SO46974,397,1,6,24.2945,145.767
11132,1549,SO46974,427,3,6,209.256,1255.536
11133,1549,SO46974,464,5,6,14.1289,84.7734
11134,1549,SO46974,445,8,7,35.994,251.958
11135,1549,SO46974,453,8,7,35.994,251.958
11136,1549,SO46974,213,18,8,20.1865,161.492
11137,1549,SO46974,399,1,10,33.7745,337.745
11138,1549,SO46974,447,18,10,15.0,150.0
11139,1549,SO46974,216,18,10,20.1865,201.865
11140,1549,SO46974,233,7,10,28.8404,288.404
11141,1549,SO46974,230,7,10,28.8404,288.404
11142,1549,SO46974,459,6,11,52.1942,574.1362
11143,1549,SO46974,458,10,11,43.4942,478.4362
11144,1549,SO46974,470,5,11,22.0342,242.3762
11145,1549,SO46974,224,10,19,4.7543,90.3317
11146,1353,SO46975,414,4,1,149.031,149.031
11147,1528,SO46976,354,15,1,1242.8518,1242.8518
11148,1528,SO46976,352,15,1,1242.8518,1242.8518
11149,1528,SO46976,358,15,1,1229.4589,1229.4589
11150,1528,SO46976,419,1,1,52.647,52.647
11151,1528,SO46976,224,10,1,5.1865,5.1865
11152,1528,SO46976,460,6,1,53.994,53.994
11153,1528,SO46976,458,10,1,44.994,44.994
11154,1528,SO46976,221,18,1,20.1865,20.1865
11155,1528,SO46976,428,3,3,209.256,627.768
11156,1528,SO46976,468,5,3,22.794,68.382
11157,1528,SO46976,456,10,3,44.994,134.982
11158,1528,SO46976,213,18,4,20.1865,80.746
11159,1528,SO46976,216,18,4,20.1865,80.746
11160,1528,SO46976,469,5,4,22.794,91.176
11161,1528,SO46976,233,7,4,28.8404,115.3616
11162,1528,SO46976,470,5,8,22.794,182.352
11163,1528,SO46976,356,15,2,1242.8518,2485.7036
11164,3120,SO46977,415,3,1,198.036,198.036
11165,3120,SO46977,414,4,2,149.031,298.062
11166,3120,SO46977,325,17,2,469.794,939.588
11167,3120,SO46977,333,17,3,469.794,1409.382
11168,3120,SO46977,329,17,3,469.794,1409.382
11169,1919,SO46978,327,15,1,234.897,234.897
11170,2477,SO46979,422,1,1,67.539,67.539
11171,2477,SO46979,456,10,1,44.994,44.994
11172,2477,SO46979,213,18,1,20.1865,20.1865
11173,2477,SO46979,233,7,1,28.8404,28.8404
11174,2477,SO46979,460,6,2,53.994,107.988
11175,2477,SO46979,458,10,3,44.994,134.982
11176,2477,SO46979,433,3,4,324.4527,1297.8108
11177,2477,SO46979,286,3,5,183.9382,919.691
11178,2477,SO46979,224,10,5,5.1865,25.9325
11179,2477,SO46979,216,18,5,20.1865,100.9325
11180,2477,SO46979,271,3,7,202.332,1416.324
11181,2477,SO46979,263,3,7,202.332,1416.324
11182,2477,SO46979,221,18,4,20.1865,80.746
11183,2670,SO46980,387,14,1,600.2625,600.2625
11184,2670,SO46980,383,14,1,600.2625,600.2625
11185,2670,SO46980,385,14,1,600.2625,600.2625
11186,2670,SO46980,377,17,1,1308.9375,1308.9375
11187,2670,SO46980,327,15,1,234.897,234.897
11188,2670,SO46980,321,14,1,469.794,469.794
11189,2670,SO46980,343,17,1,469.794,469.794
11190,2670,SO46980,271,3,1,202.332,202.332
11191,2670,SO46980,435,3,1,324.4527,324.4527
11192,2670,SO46980,439,12,1,780.8182,780.8182
11193,2670,SO46980,286,3,1,183.9382,183.9382
11194,2670,SO46980,403,1,1,24.2945,24.2945
11195,2670,SO46980,407,1,2,65.6018,131.2036
11196,2670,SO46980,422,1,2,67.539,135.078
11197,2670,SO46980,433,3,2,324.4527,648.9054
11198,2670,SO46980,239,16,2,780.8182,1561.6364
11199,2670,SO46980,273,3,2,202.332,404.664
11200,2670,SO46980,379,17,2,1308.9375,2617.875
11201,2670,SO46980,389,14,2,600.2625,1200.525
11202,2670,SO46980,368,14,2,1466.01,2932.02
11203,2670,SO46980,331,14,2,469.794,939.588
11204,2670,SO46980,339,17,3,469.794,1409.382
11205,2670,SO46980,341,14,3,469.794,1409.382
11206,2670,SO46980,325,17,3,469.794,1409.382
11207,2670,SO46980,337,14,3,469.794,1409.382
11208,2670,SO46980,323,17,3,469.794,1409.382
11209,2670,SO46980,375,17,3,1308.9375,3926.8125
11210,2670,SO46980,381,14,3,600.2625,1800.7875
11211,2670,SO46980,417,3,3,324.4527,973.3581
11212,2670,SO46980,265,3,3,202.332,606.996
11213,2670,SO46980,414,4,4,149.031,596.124
11214,2670,SO46980,370,17,4,1466.01,5864.04
11215,2670,SO46980,333,17,4,469.794,1879.176
11216,2670,SO46980,329,17,4,469.794,1879.176
11217,2670,SO46980,369,14,5,1466.01,7330.05
11218,2670,SO46980,254,3,5,183.9382,919.691
11219,2670,SO46980,415,3,6,198.036,1188.216
11220,3188,SO46981,370,17,3,1466.01,4398.03
11221,3188,SO46981,271,3,1,202.332,202.332
11222,3188,SO46981,458,10,2,44.994,89.988
11223,3188,SO46981,454,8,2,35.994,71.988
11224,3188,SO46981,453,8,2,35.994,71.988
11225,3188,SO46981,466,5,2,14.1289,28.2578
11226,3188,SO46981,462,5,2,14.1289,28.2578
11227,3188,SO46981,403,1,2,24.2945,48.589
11228,3188,SO46981,422,1,2,67.539,135.078
11229,3188,SO46981,415,3,2,198.036,396.072
11230,3188,SO46981,424,3,2,214.236,428.472
11231,3188,SO46981,280,3,2,183.9382,367.8764
11232,3188,SO46981,265,3,2,202.332,404.664
11233,3188,SO46981,321,14,2,469.794,939.588
11234,3188,SO46981,341,14,3,469.794,1409.382
11235,3188,SO46981,377,17,3,1308.9375,3926.8125
11236,3188,SO46981,242,16,3,780.8182,2342.4546
11237,3188,SO46981,257,3,3,183.9382,551.8146
11238,3188,SO46981,286,3,3,183.9382,551.8146
11239,3188,SO46981,407,1,3,65.6018,196.8054
11240,3188,SO46981,213,18,4,20.1865,80.746
11241,3188,SO46981,221,18,4,20.1865,80.746
11242,3188,SO46981,445,8,4,35.994,143.976
11243,3188,SO46981,414,4,4,149.031,596.124
11244,3188,SO46981,245,16,4,780.8182,3123.2728
11245,3188,SO46981,239,16,4,780.8182,3123.2728
11246,3188,SO46981,439,12,4,780.8182,3123.2728
11247,3188,SO46981,254,3,4,183.9382,735.7528
11248,3188,SO46981,263,3,4,202.332,809.328
11249,3188,SO46981,335,17,4,469.794,1879.176
11250,3188,SO46981,337,14,4,469.794,1879.176
11251,3188,SO46981,230,7,5,28.8404,144.202
11252,3188,SO46981,417,3,5,324.4527,1622.2635
11253,3188,SO46981,429,3,5,324.4527,1622.2635
11254,3188,SO46981,461,6,5,53.994,269.97
11255,3188,SO46981,435,3,6,324.4527,1946.7162
11256,3188,SO46981,273,3,6,202.332,1213.992
11257,3188,SO46981,433,3,6,324.4527,1946.7162
11258,3188,SO46981,464,5,6,14.1289,84.7734
11259,3188,SO46981,381,14,6,600.2625,3601.575
11260,3188,SO46981,385,14,6,600.2625,3601.575
11261,3188,SO46981,333,17,6,469.794,2818.764
11262,3188,SO46981,325,17,7,469.794,3288.558
11263,3188,SO46981,236,7,7,28.8404,201.8828
11264,3188,SO46981,447,18,7,15.0,105.0
11265,3188,SO46981,457,10,7,44.994,314.958
11266,3188,SO46981,460,6,8,53.994,431.952
11267,3188,SO46981,373,15,8,1308.9375,10471.5
11268,3188,SO46981,389,14,8,600.2625,4802.1
11269,3188,SO46981,375,17,8,1308.9375,10471.5
11270,3188,SO46981,339,17,8,469.794,3758.352
11271,3188,SO46981,329,17,9,469.794,4228.146
11272,3188,SO46981,448,18,10,11.994,119.94
11273,3188,SO46981,343,17,10,469.794,4697.94
11274,3188,SO46981,331,14,10,469.794,4697.94
11275,3188,SO46981,383,14,10,600.2625,6002.625
11276,3188,SO46981,369,14,10,1466.01,14660.1
11277,3188,SO46981,216,18,10,20.1865,201.865
11278,3188,SO46981,456,10,11,43.4942,478.4362
11279,3188,SO46981,323,17,11,454.1342,4995.4762
11280,3188,SO46981,459,6,11,52.1942,574.1362
11281,3188,SO46981,327,15,14,234.897,3288.558
11282,3188,SO46981,368,14,15,1343.8425,20157.6375
11283,3188,SO46981,224,10,15,4.7543,71.3145
11284,3188,SO46981,233,7,18,26.437,475.866
11285,3311,SO46982,401,1,1,65.6018,65.6018
11286,3327,SO46983,415,3,7,198.036,1386.252
11287,3327,SO46983,333,17,5,469.794,2348.97
11288,3327,SO46983,343,17,5,469.794,2348.97
11289,3327,SO46983,325,17,5,469.794,2348.97
11290,3327,SO46983,327,15,4,234.897,939.588
11291,3327,SO46983,329,17,4,469.794,1879.176
11292,3327,SO46983,414,4,4,149.031,596.124
11293,3327,SO46983,422,1,4,67.539,270.156
11294,3327,SO46983,323,17,6,469.794,2818.764
11295,815,SO46984,213,18,3,20.1865,60.5595
11296,815,SO46984,216,18,4,20.1865,80.746
11297,815,SO46984,460,6,4,53.994,215.976
11298,815,SO46984,458,10,5,44.994,224.97
11299,815,SO46984,221,18,7,20.1865,141.3055
11300,815,SO46984,470,5,8,22.794,182.352
11301,815,SO46984,469,5,2,22.794,45.588
11302,815,SO46984,354,15,1,1242.8518,1242.8518
11303,815,SO46984,468,5,1,22.794,22.794
11304,815,SO46984,224,10,1,5.1865,5.1865
11305,815,SO46984,456,10,2,44.994,89.988
11306,815,SO46984,419,1,2,52.647,105.294
11307,815,SO46984,420,4,2,141.615,283.23
11308,815,SO46984,358,15,2,1229.4589,2458.9178
11309,815,SO46984,233,7,3,28.8404,86.5212
11310,815,SO46984,399,1,3,33.7745,101.3235
11311,3230,SO46985,352,15,1,1242.8518,1242.8518
11312,3230,SO46985,213,18,4,20.1865,80.746
11313,3230,SO46985,469,5,4,22.794,91.176
11314,3230,SO46985,458,10,5,44.994,224.97
11315,3230,SO46985,216,18,5,20.1865,100.9325
11316,3230,SO46985,456,10,6,44.994,269.964
11317,3230,SO46985,224,10,7,5.1865,36.3055
11318,3230,SO46985,410,1,3,36.447,109.341
11319,3230,SO46985,428,3,3,209.256,627.768
11320,3230,SO46985,233,7,2,28.8404,57.6808
11321,3230,SO46985,419,1,2,52.647,105.294
11322,3230,SO46985,399,1,2,33.7745,67.549
11323,3230,SO46985,460,6,2,53.994,107.988
11324,3230,SO46985,468,5,1,22.794,22.794
11325,3230,SO46985,221,18,4,20.1865,80.746
11326,3080,SO46986,323,17,1,469.794,469.794
11327,3080,SO46986,271,3,1,202.332,202.332
11328,3080,SO46986,263,3,2,202.332,404.664
11329,3080,SO46986,343,17,6,469.794,2818.764
11330,3080,SO46986,433,3,3,324.4527,973.3581
11331,3080,SO46986,422,1,4,67.539,270.156
11332,3080,SO46986,286,3,4,183.9382,735.7528
11333,3080,SO46986,327,15,4,234.897,939.588
11334,3229,SO46987,230,7,12,27.879,334.548
11335,3229,SO46987,470,5,12,22.0342,264.4104
11336,3229,SO46987,233,7,11,27.879,306.669
11337,3229,SO46987,460,6,11,52.1942,574.1362
11338,3229,SO46987,410,1,13,35.2321,458.0173
11339,3229,SO46987,458,10,17,41.2445,701.1565
11340,3229,SO46987,456,10,20,41.2445,824.89
11341,3229,SO46987,352,15,10,1242.8518,12428.518
11342,3229,SO46987,401,1,1,65.6018,65.6018
11343,3229,SO46987,445,8,1,35.994,35.994
11344,3229,SO46987,461,6,2,53.994,107.988
11345,3229,SO46987,394,2,2,20.52,41.04
11346,3229,SO46987,399,1,2,33.7745,67.549
11347,3229,SO46987,360,13,2,1229.4589,2458.9178
11348,3229,SO46987,364,17,2,647.994,1295.988
11349,3229,SO46987,426,3,3,209.256,627.768
11350,3229,SO46987,409,3,3,209.256,627.768
11351,3229,SO46987,459,6,4,53.994,215.976
11352,3229,SO46987,396,4,4,74.838,299.352
11353,3229,SO46987,448,18,4,11.994,47.976
11354,3229,SO46987,453,8,4,35.994,143.976
11355,3229,SO46987,454,8,4,35.994,143.976
11356,3229,SO46987,412,3,4,180.129,720.516
11357,3229,SO46987,464,5,4,14.1289,56.5156
11358,3229,SO46987,468,5,4,22.794,91.176
11359,3229,SO46987,289,16,4,744.2727,2977.0908
11360,3229,SO46987,305,16,4,736.1455,2944.582
11361,3229,SO46987,294,16,4,744.2727,2977.0908
11362,3229,SO46987,428,3,4,209.256,837.024
11363,3229,SO46987,367,17,4,647.994,2591.976
11364,3229,SO46987,358,15,4,1229.4589,4917.8356
11365,3229,SO46987,362,15,4,1229.4589,4917.8356
11366,3229,SO46987,356,15,5,1242.8518,6214.259
11367,3229,SO46987,462,5,5,14.1289,70.6445
11368,3229,SO46987,391,4,5,88.932,444.66
11369,3229,SO46987,419,1,5,52.647,263.235
11370,3229,SO46987,224,10,6,5.1865,31.119
11371,3229,SO46987,411,4,6,125.415,752.49
11372,3229,SO46987,397,1,6,24.2945,145.767
11373,3229,SO46987,421,3,6,196.329,1177.974
11374,3229,SO46987,427,3,6,209.256,1255.536
11375,3229,SO46987,466,5,6,14.1289,84.7734
11376,3229,SO46987,469,5,6,22.794,136.764
11377,3229,SO46987,236,7,6,28.8404,173.0424
11378,3229,SO46987,366,17,6,647.994,3887.964
11379,3229,SO46987,365,17,7,647.994,4535.958
11380,3229,SO46987,297,12,7,736.1455,5153.0185
11381,3229,SO46987,308,16,8,744.2727,5954.1816
11382,3229,SO46987,221,18,8,20.1865,161.492
11383,3229,SO46987,354,15,8,1242.8518,9942.8144
11384,3229,SO46987,395,1,9,61.374,552.366
11385,3229,SO46987,420,4,10,141.615,1416.15
11386,3229,SO46987,447,18,10,15.0,150.0
11387,3229,SO46987,393,4,10,137.694,1376.94
11388,3229,SO46987,213,18,10,20.1865,201.865
11389,3229,SO46987,216,18,10,20.1865,201.865
11390,38,SO46988,457,10,6,44.994,269.964
11391,38,SO46988,335,17,1,469.794,469.794
11392,38,SO46988,435,3,1,324.4527,324.4527
11393,38,SO46988,417,3,1,324.4527,324.4527
11394,38,SO46988,439,12,1,780.8182,780.8182
11395,38,SO46988,242,16,1,780.8182,780.8182
11396,38,SO46988,424,3,1,214.236,214.236
11397,38,SO46988,414,4,1,149.031,149.031
11398,38,SO46988,445,8,2,35.994,71.988
11399,38,SO46988,403,1,2,24.2945,48.589
11400,38,SO46988,423,4,2,165.231,330.462
11401,38,SO46988,415,3,2,198.036,396.072
11402,38,SO46988,236,7,2,28.8404,57.6808
11403,38,SO46988,433,3,2,324.4527,648.9054
11404,38,SO46988,245,16,2,780.8182,1561.6364
11405,38,SO46988,280,3,2,183.9382,367.8764
11406,38,SO46988,286,3,2,183.9382,367.8764
11407,38,SO46988,254,3,2,183.9382,367.8764
11408,38,SO46988,265,3,2,202.332,404.664
11409,38,SO46988,383,14,2,600.2625,1200.525
11410,38,SO46988,389,14,2,600.2625,1200.525
11411,38,SO46988,339,17,2,469.794,939.588
11412,38,SO46988,337,14,2,469.794,939.588
11413,38,SO46988,385,14,3,600.2625,1800.7875
11414,38,SO46988,441,12,3,780.8182,2342.4546
11415,38,SO46988,239,16,3,780.8182,2342.4546
11416,38,SO46988,429,3,3,324.4527,973.3581
11417,38,SO46988,273,3,3,202.332,606.996
11418,38,SO46988,422,1,3,67.539,202.617
11419,38,SO46988,462,5,3,14.1289,42.3867
11420,38,SO46988,466,5,3,14.1289,42.3867
11421,38,SO46988,447,18,4,15.0,60.0
11422,38,SO46988,343,17,4,469.794,1879.176
11423,38,SO46988,373,15,5,1308.9375,6544.6875
11424,38,SO46988,369,14,5,1466.01,7330.05
11425,38,SO46988,368,14,5,1466.01,7330.05
11426,38,SO46988,267,3,5,202.332,1011.66
11427,38,SO46988,461,6,5,53.994,269.97
11428,38,SO46988,460,6,5,53.994,269.97
11429,38,SO46988,377,17,1,1308.9375,1308.9375
11430,38,SO46988,381,14,6,600.2625,3601.575
11431,38,SO46988,329,17,7,469.794,3288.558
11432,38,SO46988,333,17,7,469.794,3288.558
11433,38,SO46988,375,17,7,1308.9375,9162.5625
11434,38,SO46988,230,7,7,28.8404,201.8828
11435,38,SO46988,453,8,7,35.994,251.958
11436,38,SO46988,459,6,7,53.994,377.958
11437,38,SO46988,454,8,8,35.994,287.952
11438,38,SO46988,448,18,8,11.994,95.952
11439,38,SO46988,458,10,8,44.994,359.952
11440,38,SO46988,325,17,9,469.794,4228.146
11441,38,SO46988,464,5,9,14.1289,127.1601
11442,38,SO46988,224,10,10,5.1865,51.865
11443,38,SO46988,323,17,10,469.794,4697.94
11444,38,SO46988,221,18,10,20.1865,201.865
11445,38,SO46988,213,18,10,20.1865,201.865
11446,38,SO46988,216,18,10,20.1865,201.865
11447,38,SO46988,233,7,10,28.8404,288.404
11448,38,SO46988,327,15,13,234.897,3053.661
11449,2820,SO46989,242,16,3,780.8182,2342.4546
11450,1773,SO46990,412,3,1,180.129,180.129
11451,1773,SO46990,289,16,1,744.2727,744.2727
11452,2100,SO46991,410,1,2,36.447,72.894
11453,2100,SO46991,421,3,2,196.329,392.658
11454,2100,SO46991,216,18,2,20.1865,40.373
11455,2100,SO46991,233,7,2,28.8404,57.6808
11456,2100,SO46991,428,3,2,209.256,418.512
